Date,Tmax_F,Tmean_F,Tmin_F,Precip_in,Snowfall_in,SnowDepth_in,CoolingDD_65F,HeatingDD_65F,GrowingDD_50F
1/1/1990,21,17.5,14,0.33,4.5,12,0,47,0
1/2/1990,26,22.5,19,0.27,3.5,9,0,42,0
1/3/1990,28,24.5,21,0.47,4,16,0,40,0
1/4/1990,32,28,24,0.57,7,23,0,37,0
1/5/1990,33,31,29,0.41,7.5,26,0,34,0
1/6/1990,33,30.5,28,0,0,25,0,34,0
1/7/1990,33,32,31,0.09,0,23,0,33,0
1/8/1990,34,28.5,23,0.16,2,23,0,36,0
1/9/1990,30,26,22,0.19,4,28,0,39,0
1/10/1990,35,29.5,24,0.11,2.5,25,0,35,0
1/11/1990,36,32,28,0,0,24,0,33,0
1/12/1990,33,30.5,28,0.04,1,24,0,34,0
1/13/1990,35,33,31,0.05,1,24,0,32,0
1/14/1990,35,32.5,30,0.81,3,27,0,32,0
1/15/1990,35,32.5,30,0.18,2.5,26,0,32,0
1/16/1990,34,32.5,31,0.03,1,25,0,32,0
1/17/1990,33,31.5,30,0.16,1,24,0,33,0
1/18/1990,37,34,31,0.26,0,23,0,31,0
1/19/1990,36,34,32,0.42,0,22,0,31,0
1/20/1990,37,34.5,32,0.73,0,21,0,30,0
1/21/1990,37,34,31,0.22,0,19,0,31,0
1/22/1990,35,32.5,30,0.31,3.5,21,0,32,0
1/23/1990,34,28,22,0.09,1,21,0,37,0
1/24/1990,30,26.5,23,0.02,0.5,22,0,38,0
1/25/1990,31,26.5,22,0.03,1,23,0,38,0
1/26/1990,30,24,18,0.04,1,24,0,41,0
1/27/1990,31,25,19,0.03,1,24,0,40,0
1/28/1990,28,21.5,15,0.02,1,24,0,43,0
1/29/1990,20,12,4,0,0,24,0,53,0
1/30/1990,11,5.5,0,0,0,24,0,59,0
1/31/1990,16,9.5,3,0,0,23,0,55,0
2/1/1990,19,12,5,0.26,4.5,28,0,53,0
2/2/1990,28,22,16,0.24,4,28,0,43,0
2/3/1990,30,24.5,19,0.17,2.5,29,0,40,0
2/4/1990,33,29.5,26,0.14,2.4,31,0,35,0
2/5/1990,32,29,26,1.72,6,35,0,36,0
2/6/1990,30,25,20,0.29,2.5,36,0,40,0
2/7/1990,23,18,13,0.37,5,39,0,47,0
2/8/1990,23,19,15,0.47,7.5,42,0,46,0
2/9/1990,30,24.5,19,0.51,7,45,0,40,0
2/10/1990,28,20,12,0,0,45,0,45,0
2/11/1990,25,16.5,8,0,0,45,0,48,0
2/12/1990,23,13,3,0,0,45,0,52,0
2/13/1990,22,15.5,9,0.07,1.5,43,0,49,0
2/14/1990,31,25.5,20,0.56,7,48,0,39,0
2/15/1990,29,21,13,0,0,47,0,44,0
2/16/1990,21,12.5,4,0,0,44,0,52,0
2/17/1990,30,M,M,0.36,3,44,M,M,M
2/18/1990,35,26.5,18,0.26,4.5,48,0,38,0
2/19/1990,33,29.5,26,0.42,7,60,0,35,0
2/20/1990,37,33,29,0.37,3.5,54,0,32,0
2/21/1990,38,34.5,31,1.39,4.5,51,0,30,0
2/22/1990,38,34,30,0.07,0,44,0,31,0
2/23/1990,38,34.5,31,1.29,0.5,41,0,30,0
2/24/1990,38,35,32,0.17,0,41,0,30,0
2/25/1990,39,33.5,28,0,0,40,0,31,0
2/26/1990,37,32,27,0.49,0.8,40,0,33,0
2/27/1990,38,34,30,0.11,0,39,0,31,0
2/28/1990,37,31.5,26,0,0,39,0,33,0
3/1/1990,36,32,28,0,0,36,0,33,0
3/2/1990,38,32.5,27,0.55,0,36,0,32,0
3/3/1990,40,34.5,29,0.23,0,36,0,30,0
3/4/1990,40,34,28,0,0,36,0,31,0
3/5/1990,42,37.5,33,0.12,0,35,0,27,0
3/6/1990,36,31,26,T,0,35,0,34,0
3/7/1990,36,28.5,21,0,0,35,0,36,0
3/8/1990,35,29.5,24,T,0,35,0,35,0
3/9/1990,36,31.5,27,0,0,35,0,33,0
3/10/1990,38,32.5,27,0,0,35,0,32,0
3/11/1990,37,34.5,32,0.14,0,35,0,30,0
3/12/1990,39,35.5,32,0.11,0,34,0,29,0
3/13/1990,38,35.5,33,0.73,0,33,0,29,0
3/14/1990,40,36,32,0.18,0,32,0,29,0
3/15/1990,42,35.5,29,0.04,0,31,0,29,0
3/16/1990,47,37,27,0,0,31,0,28,0
3/17/1990,42,35.5,29,0.11,0,31,0,29,0
3/18/1990,38,32.5,27,0.38,0,31,0,32,0
3/19/1990,35,28,21,0,0,31,0,37,0
3/20/1990,34,26.5,19,0,0,31,0,38,0
3/21/1990,43,31,19,0,0,30,0,34,0
3/22/1990,45,35.5,26,0,0,30,0,29,0
3/23/1990,44,34.5,25,0,0,30,0,30,0
3/24/1990,46,36.5,27,0,0,29,0,28,0
3/25/1990,43,35.5,28,0.75,1.5,29,0,29,0
3/26/1990,42,37.5,33,0.19,0,28,0,27,0
3/27/1990,39,36.5,34,0.94,0,28,0,28,0
3/28/1990,41,37.5,34,0.95,0,27,0,27,0
3/29/1990,43,38,33,0.12,0,26,0,27,0
3/30/1990,42,36.5,31,0.15,0,26,0,28,0
3/31/1990,43,38,33,0.06,0,26,0,27,0
4/1/1990,44,37,30,0,0,25,0,28,0
4/2/1990,45,37.5,30,0,0,24,0,27,0
4/3/1990,44,38,32,0.14,0,23,0,27,0
4/4/1990,42,36.5,31,0.39,0,23,0,28,0
4/5/1990,45,37,29,0,0,23,0,28,0
4/6/1990,44,36,28,0,0,22,0,29,0
4/7/1990,48,41.5,35,0,0,22,0,23,0
4/8/1990,52,42.5,33,0,0,21,0,22,0
4/9/1990,53,41,29,0,0,19,0,24,0
4/10/1990,49,39.5,30,0,0,18,0,25,0
4/11/1990,46,39,32,0.03,0,17,0,26,0
4/12/1990,50,42,34,0,0,16,0,23,0
4/13/1990,56,43,30,0,0,14,0,22,0
4/14/1990,56,43.5,31,0,0,12,0,21,0
4/15/1990,55,42.5,30,0,0,10,0,22,0
4/16/1990,51,43.5,36,0,0,9,0,21,0
4/17/1990,51,44.5,38,0.29,0,7,0,20,0
4/18/1990,48,43.5,39,0.14,0,6,0,21,0
4/19/1990,48,43,38,0.52,0,4,0,22,0
4/20/1990,50,43.5,37,0.57,0,1,0,21,0
4/21/1990,51,42.5,34,0.27,0,0,0,22,0
4/22/1990,52,41.5,31,0,0,0,0,23,0
4/23/1990,50,41.5,33,0,0,0,0,23,0
4/24/1990,50,40.5,31,0,0,0,0,24,0
4/25/1990,56,45,34,0,0,0,0,20,0
4/26/1990,58,46,34,0,0,0,0,19,0
4/27/1990,59,45.5,32,0,0,0,0,19,0
4/28/1990,60,46,32,0,0,0,0,19,0
4/29/1990,50,43.5,37,0,0,0,0,21,0
4/30/1990,47,41.5,36,0,0,0,0,23,0
5/1/1990,50,44.5,39,0.05,0,0,0,20,0
5/2/1990,52,45.5,39,0.05,0,0,0,19,0
5/3/1990,48,43.5,39,0.34,0,0,0,21,0
5/4/1990,51,42.5,34,0.18,0,0,0,22,0
5/5/1990,54,45.5,37,0,0,0,0,19,0
5/6/1990,60,49.5,39,0,0,0,0,15,0
5/7/1990,50,45.5,41,1.6,0,0,0,19,0
5/8/1990,47,44.5,42,0.09,0,0,0,20,0
5/9/1990,55,46.5,38,0,0,0,0,18,0
5/10/1990,57,47,37,0,0,0,0,18,0
5/11/1990,59,49,39,0,0,0,0,16,0
5/12/1990,59,48.5,38,0,0,0,0,16,0
5/13/1990,57,48.5,40,0,0,0,0,16,0
5/14/1990,59,49,39,0,0,0,0,16,0
5/15/1990,54,48.5,43,0,0,0,0,16,0
5/16/1990,56,49.5,43,0,0,0,0,15,0
5/17/1990,57,49.5,42,0,0,0,0,15,0
5/18/1990,59,49.5,40,0,0,0,0,15,0
5/19/1990,61,51,41,0,0,0,0,14,1
5/20/1990,67,54.5,42,0,0,0,0,10,5
5/21/1990,57,49.5,42,0.17,0,0,0,15,0
5/22/1990,59,49.5,40,0,0,0,0,15,0
5/23/1990,59,49,39,0,0,0,0,16,0
5/24/1990,63,53.5,44,0,0,0,0,11,4
5/25/1990,68,55,42,0,0,0,0,10,5
5/26/1990,62,52.5,43,0,0,0,0,12,3
5/27/1990,67,55.5,44,0,0,0,0,9,6
5/28/1990,58,50,42,0.32,0,0,0,15,0
5/29/1990,58,50,42,0.32,0,0,0,15,0
5/30/1990,65,53.5,42,0.32,0,0,0,11,4
5/31/1990,68,54.5,41,0.01,0,0,0,10,5
6/1/1990,53,47.5,42,0.17,0,0,0,17,0
6/2/1990,65,54.5,44,0.02,0,0,0,10,5
6/3/1990,68,57,46,0.04,0,0,0,8,7
6/4/1990,59,53,47,0,0,0,0,12,3
6/5/1990,60,52.5,45,0,0,0,0,12,3
6/6/1990,62,54.5,47,0,0,0,0,10,5
6/7/1990,59,51.5,44,0.03,0,0,0,13,2
6/8/1990,64,55,46,0,0,0,0,10,5
6/9/1990,66,55.5,45,0,0,0,0,9,6
6/10/1990,64,52,40,0,0,0,0,13,2
6/11/1990,66,56,46,0,0,0,0,9,6
6/12/1990,68,57.5,47,0,0,0,0,7,8
6/13/1990,61,54,47,0,0,0,0,11,4
6/14/1990,62,54,46,0,0,0,0,11,4
6/15/1990,60,53.5,47,0,0,0,0,11,4
6/16/1990,58,51.5,45,0.3,0,0,0,13,2
6/17/1990,60,53,46,0.33,0,0,0,12,3
6/18/1990,57,51.5,46,0,0,0,0,13,2
6/19/1990,61,52.5,44,0.04,0,0,0,12,3
6/20/1990,52,49.5,47,0.87,0,0,0,15,0
6/21/1990,56,50.5,45,0.21,0,0,0,14,1
6/22/1990,54,48,42,0.26,0,0,0,17,0
6/23/1990,62,53,44,0.29,0,0,0,12,3
6/24/1990,55,50,45,0.17,0,0,0,15,0
6/25/1990,60,51.5,43,0,0,0,0,13,2
6/26/1990,58,51.5,45,0.04,0,0,0,13,2
6/27/1990,63,54.5,46,0,0,0,0,10,5
6/28/1990,74,61.5,49,0,0,0,0,3,12
6/29/1990,72,61,50,0,0,0,0,4,11
6/30/1990,67,56.5,46,0,0,0,0,8,7
7/1/1990,68,59.5,51,0,0,0,0,5,10
7/2/1990,71,59,47,0,0,0,0,6,9
7/3/1990,72,59.5,47,0,0,0,0,5,10
7/4/1990,74,60,46,0,0,0,0,5,10
7/5/1990,70,57.5,45,0,0,0,0,7,8
7/6/1990,73,60,47,0.09,0,0,0,5,10
7/7/1990,68,57.5,47,0.11,0,0,0,7,8
7/8/1990,65,57,49,0.14,0,0,0,8,7
7/9/1990,55,52,49,0.59,0,0,0,13,2
7/10/1990,62,54.5,47,0.32,0,0,0,10,5
7/11/1990,62,53.5,45,0,0,0,0,11,4
7/12/1990,62,53.5,45,0.13,0,0,0,11,4
7/13/1990,58,51,44,0.3,0,0,0,14,1
7/14/1990,60,51.5,43,0.1,0,0,0,13,2
7/15/1990,61,51.5,42,0.38,0,0,0,13,2
7/16/1990,67,56.5,46,0,0,0,0,8,7
7/17/1990,68,57,46,0,0,0,0,8,7
7/18/1990,72,59,46,0,0,0,0,6,9
7/19/1990,78,63.5,49,0,0,0,0,1,14
7/20/1990,78,62,46,0,0,0,0,3,12
7/21/1990,74,59,44,0,0,0,0,6,9
7/22/1990,73,59,45,0,0,0,0,6,9
7/23/1990,66,56,46,0,0,0,0,9,6
7/24/1990,57,53,49,0,0,0,0,12,3
7/25/1990,65,56,47,0.09,0,0,0,9,6
7/26/1990,64,55,46,T,0,0,0,10,5
7/27/1990,64,54,44,0.02,0,0,0,11,4
7/28/1990,61,54.5,48,0.48,0,0,0,10,5
7/29/1990,58,54,50,0.37,0,0,0,11,4
7/30/1990,62,55.5,49,0.09,0,0,0,9,6
7/31/1990,61,54,47,0,0,0,0,11,4
8/1/1990,64,56.5,49,0,0,0,0,8,7
8/2/1990,62,54.5,47,0.02,0,0,0,10,5
8/3/1990,53,46.5,40,1.01,0,0,0,18,0
8/4/1990,54,50,46,0.61,0,0,0,15,0
8/5/1990,62,55,48,0.49,0,0,0,10,5
8/6/1990,58,53.5,49,0.17,0,0,0,11,4
8/7/1990,55,51.5,48,0.09,0,0,0,13,2
8/8/1990,56,52,48,0.94,0,0,0,13,2
8/9/1990,62,53,44,0.55,0,0,0,12,3
8/10/1990,66,57,48,0,0,0,0,8,7
8/11/1990,75,61,47,0,0,0,0,4,11
8/12/1990,78,63,48,0,0,0,0,2,13
8/13/1990,74,60.5,47,0,0,0,0,4,11
8/14/1990,64,58,52,0,0,0,0,7,8
8/15/1990,70,59.5,49,0.01,0,0,0,5,10
8/16/1990,66,56.5,47,0,0,0,0,8,7
8/17/1990,65,55,45,0,0,0,0,10,5
8/18/1990,64,53,42,1.29,0,0,0,12,3
8/19/1990,60,52.5,45,0,0,0,0,12,3
8/20/1990,62,54.5,47,0,0,0,0,10,5
8/21/1990,63,53,43,0,0,0,0,12,3
8/22/1990,69,58,47,0,0,0,0,7,8
8/23/1990,64,54.5,45,0,0,0,0,10,5
8/24/1990,61,54,47,0,0,0,0,11,4
8/25/1990,62,51,40,0,0,0,0,14,1
8/26/1990,64,53,42,0.18,0,0,0,12,3
8/27/1990,62,53,44,0.41,0,0,0,12,3
8/28/1990,63,55.5,48,0.11,0,0,0,9,6
8/29/1990,61,54,47,0,0,0,0,11,4
8/30/1990,65,52.5,40,0,0,0,0,12,3
8/31/1990,62,M,M,0,0,0,M,M,M
9/1/1990,64,49.5,35,0,0,0,0,15,0
9/2/1990,58,M,M,0.21,0,0,M,M,M
9/3/1990,60,51,42,1.54,0,0,0,14,1
9/4/1990,61,53.5,46,0,0,0,0,11,4
9/5/1990,57,49,41,0.13,0,0,0,16,0
9/6/1990,55,49.5,44,0.17,0,0,0,15,0
9/7/1990,60,50,40,0,0,0,0,15,0
9/8/1990,58,49.5,41,0.19,0,0,0,15,0
9/9/1990,56,51,46,0,0,0,0,14,1
9/10/1990,58,53.5,49,0.16,0,0,0,11,4
9/11/1990,57,52,47,0.34,0,0,0,13,2
9/12/1990,55,51,47,0.39,0,0,0,14,1
9/13/1990,58,51.5,45,0.37,0,0,0,13,2
9/14/1990,59,52.5,46,0.22,0,0,0,12,3
9/15/1990,57,48.5,40,0,0,0,0,16,0
9/16/1990,53,47,41,0.04,0,0,0,18,0
9/17/1990,47,43.5,40,0.53,0,0,0,21,0
9/18/1990,53,48,43,0.1,0,0,0,17,0
9/19/1990,54,48,42,0.84,0,0,0,17,0
9/20/1990,56,50.5,45,0.85,0,0,0,14,1
9/21/1990,61,M,M,1.11,0,0,M,M,M
9/22/1990,59,54.5,50,1.3,0,0,0,10,5
9/23/1990,54,51,48,1.57,0,0,0,14,1
9/24/1990,55,49,43,0.95,0,0,0,16,0
9/25/1990,53,46,39,0.09,0,0,0,19,0
9/26/1990,50,43.5,37,0,0,0,0,21,0
9/27/1990,48,41.5,35,0.87,0,0,0,23,0
9/28/1990,51,46.5,42,1.9,0,0,0,18,0
9/29/1990,50,47.5,45,1.04,0,0,0,17,0
9/30/1990,50,45.5,41,0.13,0,0,0,19,0
10/1/1990,51,44.5,38,0.03,0,0,0,20,0
10/2/1990,48,40.5,33,0.16,0,0,0,24,0
10/3/1990,48,40,32,0,0,0,0,25,0
10/4/1990,47,37.5,28,0,0,0,0,27,0
10/5/1990,48,38.5,29,0,0,0,0,26,0
10/6/1990,46,40,34,0,0,0,0,25,0
10/7/1990,47,41,35,0.69,0,0,0,24,0
10/8/1990,50,43.5,37,2.51,0,0,0,21,0
10/9/1990,48,43,38,0.72,0,0,0,22,0
10/10/1990,45,40.5,36,0.03,0,0,0,24,0
10/11/1990,47,41.5,36,0.2,0,0,0,23,0
10/12/1990,43,40.5,38,0.74,0,0,0,24,0
10/13/1990,42,39.5,37,0,0,0,0,25,0
10/14/1990,44,38,32,0,0,0,0,27,0
10/15/1990,43,39.5,36,0.32,0,0,0,25,0
10/16/1990,41,36,31,0.27,0,0,0,29,0
10/17/1990,40,34,28,0.17,0,0,0,31,0
10/18/1990,42,37,32,0,0,0,0,28,0
10/19/1990,M,M,30,0,0,0,M,M,M
10/20/1990,44,37,30,0.53,0,0,0,28,0
10/21/1990,45,40,35,0.37,0,0,0,25,0
10/22/1990,44,39.5,35,0.98,0,0,0,25,0
10/23/1990,43,38,33,0.52,0,0,0,27,0
10/24/1990,40,35,30,0.88,0,0,0,30,0
10/25/1990,41,38.5,36,0.64,0,0,0,26,0
10/26/1990,40,34.5,29,0,0,0,0,30,0
10/27/1990,43,35,27,0,0,0,0,30,0
10/28/1990,45,M,M,0.29,0,0,M,M,M
10/29/1990,44,38.5,33,0.07,0,0,0,26,0
10/30/1990,41,37,33,0,0,0,0,28,0
10/31/1990,43,35,27,T,0,0,0,30,0
11/1/1990,37,31,25,0.17,0,0,0,34,0
11/2/1990,38,33,28,0.02,0,0,0,32,0
11/3/1990,41,33.5,26,0,0,0,0,31,0
11/4/1990,43,34.5,26,0,0,0,0,30,0
11/5/1990,48,37,26,0.07,1,M,0,28,0
11/6/1990,39,33.5,28,0,2,M,0,31,0
11/7/1990,31,27.5,24,0.85,7,10,0,37,0
11/8/1990,30,24,18,1.05,10,20,0,41,0
11/9/1990,25,20.5,16,0,0,M,0,44,0
11/10/1990,28,18.5,9,0,0,M,0,46,0
11/11/1990,M,M,10,0.37,1.5,17,M,M,M
11/12/1990,26,22,18,0.25,2.5,18,0,43,0
11/13/1990,27,22,17,0.15,1,18,0,43,0
11/14/1990,33,24,15,0.3,0.5,16,0,41,0
11/15/1990,37,33,29,0.47,0,13,0,32,0
11/16/1990,36,33,30,0.48,1,11,0,32,0
11/17/1990,37,33,29,0.57,1.5,9,0,32,0
11/18/1990,36,31.5,27,0.63,2.5,8,0,33,0
11/19/1990,M,M,17,0,0,8,M,M,M
11/20/1990,M,M,M,0,0,8,M,M,M
11/21/1990,M,M,M,0,0,M,M,M,M
11/22/1990,28,19,10,0,0,7,0,46,0
11/23/1990,25,20,15,0,0,7,0,45,0
11/24/1990,27,23,19,M,T,7,0,42,0
11/25/1990,29,25,21,0.12,2,9,0,40,0
11/26/1990,30,26.5,23,0.85,15,24,0,38,0
11/27/1990,32,27.5,23,0.19,3,25,0,37,0
11/28/1990,33,30,27,0.65,6,26,0,35,0
11/29/1990,33,26,19,0.36,4,28,0,39,0
11/30/1990,33,24,15,0.4,11,38,0,41,0
12/1/1990,19,10,1,0.41,8,42,0,55,0
12/2/1990,15,6,-3,0.17,3,44,0,59,0
12/3/1990,25,19,13,0.37,7,44,0,46,0
12/4/1990,29,25,21,0,0,44,0,40,0
12/5/1990,34,28.5,23,0.52,3.5,45,0,36,0
12/6/1990,42,37,32,1.4,0,36,0,28,0
12/7/1990,38,34,30,1.62,3,33,0,31,0
12/8/1990,39,32.5,26,0.42,1.5,32,0,32,0
12/9/1990,38,33.5,29,0.19,1,31,0,31,0
12/10/1990,33,30,27,0.13,1.5,30,0,35,0
12/11/1990,32,29.5,27,0.08,1.5,30,0,35,0
12/12/1990,33,30.5,28,0.43,5.5,37,0,34,0
12/13/1990,34,32,30,0.68,3,36,0,33,0
12/14/1990,34,29.5,25,0.19,1.5,36,0,35,0
12/15/1990,30,27,24,0.27,3,39,0,38,0
12/16/1990,M,M,17,0.39,6.5,43,M,M,M
12/17/1990,20,14,8,0,0,43,0,51,0
12/18/1990,23,17,11,0,0,42,0,48,0
12/19/1990,28,M,M,0,0,42,M,M,M
12/20/1990,27,24.5,22,0,0,41,0,40,0
12/21/1990,31,24.5,18,0.27,2,42,0,40,0
12/22/1990,34,31.5,29,0.39,4,42,0,33,0
12/23/1990,34,32,30,0.17,1,43,0,33,0
12/24/1990,36,34,32,0.84,1,42,0,31,0
12/25/1990,35,33,31,1.01,0,40,0,32,0
12/26/1990,38,24.5,11,0.07,0,38,0,40,0
12/27/1990,17,12,7,0,0,38,0,53,0
12/28/1990,24,M,M,0,0,38,M,M,M
12/29/1990,27,22,17,0,0,38,0,43,0
12/30/1990,25,19.5,14,0.05,1.5,38,0,45,0
12/31/1990,22,15.5,9,0,0,M,0,49,0
1/1/1991,12,9,6,0,M,M,0,56,0
1/2/1991,22,16.5,11,0,0,42,0,48,0
1/3/1991,21,15.5,10,0,0,41,0,49,0
1/4/1991,19,15.5,12,0,0,40,0,49,0
1/5/1991,19,14,9,0,0,40,0,51,0
1/6/1991,22,16,10,0,0,40,0,49,0
1/7/1991,23,17,11,0,0,40,0,48,0
1/8/1991,19,13.5,8,0,0,40,0,51,0
1/9/1991,22,15.5,9,0,0,41,0,49,0
1/10/1991,27,23,19,0.17,1,41,0,42,0
1/11/1991,29,26,23,0.19,1.5,41,0,39,0
1/12/1991,33,28.5,24,0.89,5,42,0,36,0
1/13/1991,34,31.5,29,M,1,42,0,33,0
1/14/1991,36,32,28,0.29,2,44,0,33,0
1/15/1991,35,29,23,0,0,44,0,36,0
1/16/1991,37,28.5,20,0.38,3.5,44,0,36,0
1/17/1991,39,36,33,1.71,0,41,0,29,0
1/18/1991,37,30.5,24,0.12,1.5,42,0,34,0
1/19/1991,37,33,29,0.41,0.5,40,0,32,0
1/20/1991,36,33,30,0.45,0,39,0,32,0
1/21/1991,37,32.5,28,0.29,0,38,0,32,0
1/22/1991,34,31,28,0.17,2,41,0,34,0
1/23/1991,33,29,25,0,0,41,0,36,0
1/24/1991,32,29.5,27,0,0,40,0,35,0
1/25/1991,33,30.5,28,0,0,38,0,34,0
1/26/1991,35,32,29,0.02,0,38,0,33,0
1/27/1991,34,32,30,0.06,1.5,37,0,33,0
1/28/1991,35,31.5,28,0,0,37,0,33,0
1/29/1991,33,30,27,0.04,1,37,0,35,0
1/30/1991,36,M,M,0.03,1,38,M,M,M
1/31/1991,35,32.5,30,M,3.5,39,0,32,0
2/1/1991,30,28,26,M,15,M,0,37,0
2/2/1991,30,29.5,29,M,3.5,50,0,35,0
2/3/1991,32,M,M,M,1.5,54,M,M,M
2/4/1991,33,31,29,M,1.5,56,0,34,0
2/5/1991,35,32.5,30,M,1,57,0,32,0
2/6/1991,35,32,29,M,2.5,58,0,33,0
2/7/1991,36,28.5,21,M,2,60,0,36,0
2/8/1991,34,28,22,0.11,3,62,0,37,0
2/9/1991,34,30,26,0.21,4.5,59,0,35,0
2/10/1991,35,31.5,28,0.34,1.5,58,0,33,0
2/11/1991,38,35,32,0.21,0,56,0,30,0
2/12/1991,37,34.5,32,0,0,54,0,30,0
2/13/1991,38,35,32,0.24,0,52,0,30,0
2/14/1991,40,36.5,33,0.29,0,50,0,28,0
2/15/1991,37,33.5,30,0.13,0,48,0,31,0
2/16/1991,36,33.5,31,0.24,1.5,49,0,31,0
2/17/1991,36,32.5,29,0.31,2.5,51,0,32,0
2/18/1991,35,32.5,30,0.26,3,54,0,32,0
2/19/1991,34,29.5,25,0.13,3,56,0,35,0
2/20/1991,33,29.5,26,0.06,1.5,56,0,35,0
2/21/1991,35,32,29,0.21,1.5,54,0,33,0
2/22/1991,37,33,29,0.42,0,53,0,32,0
2/23/1991,35,32.5,30,0.59,0,52,0,32,0
2/24/1991,M,M,30,0.62,0,51,M,M,M
2/25/1991,37,32.5,28,0,0,50,0,32,0
2/26/1991,36,32,28,0,0,50,0,33,0
2/27/1991,43,35.5,28,0,0,50,0,29,0
2/28/1991,39,34,29,0,0,50,0,31,0
3/1/1991,35,31.5,28,0,0,49,0,33,0
3/2/1991,36,30,24,0,0,49,0,35,0
3/3/1991,35,30,25,0,0,49,0,35,0
3/4/1991,33,30,27,0.09,1.5,50,0,35,0
3/5/1991,35,32,29,0.11,1,50,0,33,0
3/6/1991,38,34,30,0.29,1.5,50,0,31,0
3/7/1991,39,34.5,30,0.31,1.5,49,0,30,0
3/8/1991,37,32,27,0,0,49,0,33,0
3/9/1991,33,27.5,22,0,0,49,0,37,0
3/10/1991,32,24,16,0,0,49,0,41,0
3/11/1991,31,23.5,16,0.03,1.5,50,0,41,0
3/12/1991,35,31,27,0.32,2.5,51,0,34,0
3/13/1991,35,32,29,0,0,51,0,33,0
3/14/1991,32,29.5,27,0.05,0,50,0,35,0
3/15/1991,32,29,26,0.17,0.5,49,0,36,0
3/16/1991,33,29.5,26,0.21,2.5,51,0,35,0
3/17/1991,37,31,25,0.41,5,54,0,34,0
3/18/1991,39,32.5,26,0,0,53,0,32,0
3/19/1991,37,29.5,22,0,0,53,0,35,0
3/20/1991,38,30.5,23,0,0,53,0,34,0
3/21/1991,37,31,25,0,0,53,0,34,0
3/22/1991,36,30,24,0,0,53,0,35,0
3/23/1991,38,31.5,25,0,0,52,0,33,0
3/24/1991,37,29.5,22,0,0,52,0,35,0
3/25/1991,40,32.5,25,0.03,0,51,0,32,0
3/26/1991,37,34.5,32,0.12,0,50,0,30,0
3/27/1991,39,35.5,32,0.03,0,50,0,29,0
3/28/1991,39,35,31,0.43,2.5,51,0,30,0
3/29/1991,37,34.5,32,0.13,1.5,51,0,30,0
3/30/1991,39,34.5,30,0,0,50,0,30,0
3/31/1991,42,35.5,29,0.12,1,50,0,29,0
4/1/1991,42,35.5,29,0,0,50,0,29,0
4/2/1991,38,35.5,33,0.07,0,50,0,29,0
4/3/1991,42,37,32,0.03,0,50,0,28,0
4/4/1991,45,38,31,0,0,49,0,27,0
4/5/1991,43,36.5,30,0,0,49,0,28,0
4/6/1991,45,38.5,32,0,0,48,0,26,0
4/7/1991,45,38,31,0,0,47,0,27,0
4/8/1991,46,39.5,33,0,0,46,0,25,0
4/9/1991,45,38.5,32,0,0,45,0,26,0
4/10/1991,44,38.5,33,0.09,0,45,0,26,0
4/11/1991,46,39,32,1.73,0,44,0,26,0
4/12/1991,44,38.5,33,0.21,0,44,0,26,0
4/13/1991,45,39.5,34,0,0,43,0,25,0
4/14/1991,46,39.5,33,0,0,42,0,25,0
4/15/1991,45,38.5,32,0,0,41,0,26,0
4/16/1991,48,41,34,0,0,39,0,24,0
4/17/1991,43,38.5,34,0.03,0,37,0,26,0
4/18/1991,49,42,35,0.05,0,36,0,23,0
4/19/1991,49,41,33,0,0,35,0,24,0
4/20/1991,51,42.5,34,0,0,35,0,22,0
4/21/1991,50,40,30,0,0,34,0,25,0
4/22/1991,45,39.5,34,0.03,0,34,0,25,0
4/23/1991,54,45,36,0,0,29,0,20,0
4/24/1991,52,43.5,35,0,0,26,0,21,0
4/25/1991,46,40,34,0.01,0,24,0,25,0
4/26/1991,49,42,35,0,0,22,0,23,0
4/27/1991,51,43,35,0.03,0,21,0,22,0
4/28/1991,49,41.5,34,0.03,0,21,0,23,0
4/29/1991,48,41.5,35,0,0,19,0,23,0
4/30/1991,52,43,34,0,0,16,0,22,0
5/1/1991,56,46,36,0,0,15,0,19,0
5/2/1991,57,45.5,34,0.03,0,12,0,19,0
5/3/1991,59,44.5,30,0,0,8,0,20,0
5/4/1991,57,46.5,36,0,0,6,0,18,0
5/5/1991,56,45.5,35,0,0,5,0,19,0
5/6/1991,52,43.5,35,0,0,4,0,21,0
5/7/1991,56,46,36,0,0,2,0,19,0
5/8/1991,57,46,35,0,0,1,0,19,0
5/9/1991,49,43.5,38,0.29,0,0,0,21,0
5/10/1991,47,40.5,34,0.42,0,0,0,24,0
5/11/1991,47,41,35,0,0,0,0,24,0
5/12/1991,48,41.5,35,0,0,0,0,23,0
5/13/1991,49,42.5,36,0.21,0,0,0,22,0
5/14/1991,54,45.5,37,0.07,0,0,0,19,0
5/15/1991,57,46,35,0.2,0,0,0,19,0
5/16/1991,57,45.5,34,0,0,0,0,19,0
5/17/1991,59,48,37,0,0,0,0,17,0
5/18/1991,61,48.5,36,0,0,0,0,16,0
5/19/1991,60,49.5,39,0.09,0,0,0,15,0
5/20/1991,57,47,37,0,0,0,0,18,0
5/21/1991,59,47.5,36,0,0,0,0,17,0
5/22/1991,62,49.5,37,0.14,0,0,0,15,0
5/23/1991,60,48.5,37,0,0,0,0,16,0
5/24/1991,58,48,38,0,0,0,0,17,0
